daytime,TA_0_0_1,TS_0_0_1,TS_0_0_2,TW_0_0_1,air_temperature,qc_co2_flux,co2_flux,wind_dir
16/11/2015 9:30,144.4106618,27.01315333,NA,30.22578333,302.5223212,1,-0.047342821,63.52349757
16/11/2015 10:00,324.8818627,27.1589,NA,30.26848,302.5579735,1,-0.113710818,72.17377522
16/11/2015 10:30,314.7583088,27.24678,30.13951,30.33057333,302.6462577,1,-0.024409207,62.1955785
16/11/2015 11:00,233.1733088,27.15601333,NA,30.33134667,302.6771564,1,-0.060315271,70.86175506
16/11/2015 11:30,313.2955882,27.25103,30.2983,30.32743667,302.768798,1,0.047148757,83.48850009
16/11/2015 12:00,296.879902,27.33505667,30.38361333,30.38643667,302.8599108,1,0.024467915,81.89462175
16/11/2015 12:30,512.9857843,27.70596333,30.55048,30.51871333,303.1997232,1,0.030420664,82.81590272
16/11/2015 13:00,635.0989951,NA,30.59379333,30.51739,303.2960084,1,0.08517737,18.53724973
16/11/2015 13:30,469.3796814,NA,30.65256,30.56724333,303.3482602,1,0.011005772,18.33614366
16/11/2015 14:00,547.4735784,NA,30.71896333,30.60132667,303.4840463,1,0.009298832,12.65853712
16/11/2015 14:30,443.0054412,NA,30.74120667,NA,303.694684,1,0.023671033,323.7385696
16/11/2015 15:00,184.425776,NA,30.89674333,NA,303.7953181,1,-0.537506611,335.944295
16/11/2015 15:30,217.2935686,NA,30.94055,NA,303.7196903,1,-1.213333216,289.0106425
16/11/2015 16:00,438.5466667,NA,30.93686,NA,304.1322986,1,0.092751658,297.0954256
16/11/2015 16:30,263.2780882,NA,30.90176333,NA,304.6271945,1,0.111996173,307.7215582
16/11/2015 17:00,101.4490466,NA,30.89773333,NA,304.1100061,1,0.431511288,288.7069116
16/11/2015 17:30,-22.97692353,NA,30.91227333,NA,303.3828441,1,-1.115921185,201.9989504
16/11/2015 18:00,-49.42848284,27.38485667,30.83556,NA,302.8860734,1,-0.298040718,223.3459218
16/11/2015 18:30,-40.06431127,26.75988,30.81218,NA,302.4652389,1,-0.068966252,192.5454069
16/11/2015 19:00,-42.4363799,26.60304,30.82553,NA,302.305976,1,0.190210762,190.8934402
16/11/2015 19:30,-42.07420343,26.49439,30.86265667,NA,302.0673816,1,-0.050827593,228.2861346
16/11/2015 20:00,-40.23808333,26.32546,30.71188667,NA,302.0657174,1,0.489418193,241.4242835
16/11/2015 20:30,-35.67550735,26.43978667,30.53181667,30.51722667,302.2594962,2,-0.310541101,205.3497804
16/11/2015 21:00,-37.7053848,26.37924667,30.47085333,30.53171667,302.1780394,1,0.331141671,189.7014841
16/11/2015 21:30,-40.81102696,26.25714,30.43508667,30.48712667,302.0187349,1,-0.219403007,231.4113771
16/11/2015 22:00,-40.9818848,26.14171333,30.42358,30.46603667,301.8896371,2,0.233194759,192.0783282
16/11/2015 22:30,-45.44321324,26.06815,30.37477667,30.40514,301.7423309,2,-0.237851735,230.5141432
16/11/2015 23:00,-45.69536275,25.88168,30.31123667,30.34609667,301.5738665,1,0.078272918,215.4379731
16/11/2015 23:30,-40.92736765,25.81183667,30.30487,30.33209333,301.5494947,1,0.134567075,186.0611039
17/11/2015 0:00,-46.18555637,25.80248667,30.28225333,30.31338667,301.5345202,1,-0.086148195,214.6043412
17/11/2015 0:30,-48.12731373,25.76188333,30.23095333,30.26647333,301.6077124,1,0.147196887,179.6268605
17/11/2015 1:00,-48.02216912,25.81125333,30.22257,30.25132667,301.6132535,1,0.345083852,163.9900435
17/11/2015 1:30,-49.26588725,25.83157333,30.19803667,30.22942,301.6389646,1,0.068411297,172.6180072
17/11/2015 2:00,-51.74407598,25.83793333,30.19018333,30.22180333,301.6737626,1,-0.376252695,168.4542756
17/11/2015 2:30,-55.06877451,25.76603,30.16096667,30.19493,301.5952325,2,0.071474923,299.8717542
17/11/2015 3:00,-58.32141667,25.76172667,30.14977667,30.17779667,301.4521081,1,0.066001632,206.370861
17/11/2015 3:30,-57.45983088,25.76738667,30.13677333,30.17116,301.5999827,1,-0.055748756,308.8395486
17/11/2015 4:00,-57.22032598,25.75323667,NA,30.14478333,301.5409893,1,-0.099589868,320.857112
17/11/2015 4:30,-59.43127941,25.71886,NA,30.12255667,301.4360688,1,-0.090792795,217.3604187
17/11/2015 5:00,-63.83030392,25.65684667,NA,30.11461667,301.3259742,1,0.744522072,143.1622506
17/11/2015 5:30,-60.00664706,25.57448667,NA,30.09383333,301.191851,1,-0.053461306,213.4302454
17/11/2015 6:00,-61.52734559,25.529,NA,30.07664333,301.2412371,1,1.098013677,167.7943924
17/11/2015 6:30,-62.30036029,25.44476,NA,29.96848,301.1269114,1,-0.411955268,206.9945937
17/11/2015 7:00,-61.6831201,25.41842,NA,29.94796,301.0747739,1,-0.243824722,235.2771804
17/11/2015 7:30,-50.32074265,25.26857333,NA,29.88031,300.9360368,1,-0.12869675,214.7786034
17/11/2015 8:00,-8.671472816,25.69013,NA,29.86303,301.4600969,1,0.100027444,186.8072001
17/11/2015 8:30,62.91808064,26.52789667,NA,29.94135333,301.9427128,1,-0.024071058,136.8040743
17/11/2015 9:00,181.7485049,NA,NA,30.00134667,302.7926142,1,0.235350995,144.3528603
17/11/2015 9:30,369.0054167,NA,NA,30.03839333,302.6815574,1,0.212010855,77.59200278
17/11/2015 10:00,468.1529902,27.62924667,NA,30.11435,303.008576,1,0.267352966,70.97277177
